function_type,name,return_type,param_names,param_types,description
scalar,make_timestamp,timestamp,,,"make_timestamp(year, month, day, hour, min, sec[, timezone]) - Create the current timestamp with local time zone from year, month, day, hour, min, sec and timezone fields. If the configuration `spark.sql.ansi.enabled` is false, the function returns NULL on invalid inputs. Otherwise, it will throw an error instead."
scalar,make_timestamp_ltz,timestamp,,,"make_timestamp_ltz(year, month, day, hour, min, sec[, timezone]) - Create the current timestamp with local time zone from year, month, day, hour, min, sec and timezone fields. If the configuration `spark.sql.ansi.enabled` is false, the function returns NULL on invalid inputs. Otherwise, it will throw an error instead."
scalar,make_timestamp_ntz,timestamp,,,"make_timestamp_ntz(year, month, day, hour, min, sec) - Create local date-time from year, month, day, hour, min, sec fields. If the configuration `spark.sql.ansi.enabled` is false, the function returns NULL on invalid inputs. Otherwise, it will throw an error instead."
scalar,make_valid_utf8,varchar,,,"make_valid_utf8(str) - Returns the original string if `str` is a valid UTF-8 string, otherwise returns a new string whose invalid UTF8 byte sequences are replaced using the UNICODE replacement character U+FFFD."
scalar,make_ym_interval,interval,,,"make_ym_interval([years[, months]]) - Make year-month interval from years, months."
scalar,map_concat,any,,,"map_concat(map, ...) - Returns the union of all the given maps"
scalar,map_contains_key,boolean,,,"map_contains_key(map, key) - Returns true if the map contains the key."
scalar,map_filter,any,,,"map_filter(expr, func) - Filters entries in a map using the function."
scalar,map_from_arrays,any,,,"map_from_arrays(keys, values) - Creates a map with a pair of the given key/value arrays. All elements in keys should not be null"
scalar,map_from_entries,any,,,map_from_entries(arrayOfEntries) - Returns a map created from the given array of entries.
scalar,map_zip_with,any,,,"map_zip_with(map1, map2, function) - Merges two given maps into a single map by applying function to the pair of values with the same key. For keys only presented in one map, NULL will be passed as the value for the missing key. If an input map contains duplicated keys, only the first entry of the duplicated key is passed into the lambda function."
scalar,mask,varchar,,,"mask(input[, upperChar, lowerChar, digitChar, otherChar]) - masks the given string value. The function replaces characters with 'X' or 'x', and numbers with 'n'. This can be useful for creating copies of tables with sensitive information removed."
aggregate,max_by,same_as_input,,,Value of arg with maximum by comparator
scalar,measure,any,,,measure(expr) - this function is used and can only be used to calculate a measure defined in a metric view.
scalar,metric_store,any,,,"metric_store() - A table function that returns result of a metric defined in MetricStore. It takes parameters of a metric such as metric_name, start_time, end_time, dimension_groupings, etc, and returns the result of the metric."
aggregate,min_by,same_as_input,,,Value of arg with minimum by comparator
scalar,minute,bigint,,,minute(expr) - Returns the minute component of the given expression.
scalar,mod,same_as_input,,,"expr1 % expr2, or mod(expr1, expr2) - Returns the remainder after `expr1`/`expr2`."
aggregate,mode,same_as_input,,,Most frequent value
scalar,monotonically_increasing_id,bigint,,,"monotonically_increasing_id() - Returns monotonically increasing 64-bit integers. The generated ID is guaranteed to be monotonically increasing and unique, but not consecutive. The current implementation puts the partition ID in the upper 31 bits, and the lower 33 bits represent the record number within each partition. The assumption is that the data frame has less than 1 billion partitions, and each partition has less than 8 billion records. The function is non-deterministic because its result depends on partition IDs."
scalar,month,bigint,,,month(date) - Returns the month component of the date/timestamp.
scalar,monthname,varchar,,,monthname(date) - Returns the three-letter abbreviated month name from the given date.
scalar,months_between,double,,,"months_between(timestamp1, timestamp2[, roundOff]) - If `timestamp1` is later than `timestamp2`, then the result is positive. If `timestamp1` and `timestamp2` are on the same day of month, or both are the last day of month, time of day will be ignored. Otherwise, the difference is calculated based on 31 days per month, and rounded to 8 digits unless roundOff=false."
scalar,negative,same_as_input,,,negative(expr) - Returns the negated value of `expr`.
scalar,next_day,date,,,"next_day(start_date, day_of_week) - Returns the first date which is later than `start_date` and named as indicated. The function returns NULL if at least one of the input parameters is NULL. When both of the input parameters are not NULL and day_of_week is an invalid input, the function throws SparkIllegalArgumentException if `spark.sql.ansi.enabled` is set to true, otherwise NULL."
scalar,not,boolean,,,not expr - Logical not.
scalar,nullifzero,same_as_input,,,"nullifzero(expr) - Returns null if `expr` is equal to zero, or `expr` otherwise."
scalar,or,boolean,,,expr1 or expr2 - Logical OR.
scalar,parse_json,any,,,parse_json(jsonStr) - Parse a JSON string as a Variant value. Throw an exception when the string is not valid JSON value.
scalar,parse_url,varchar,,,"parse_url(url, partToExtract[, key]) - Extracts a part from a URL."
aggregate,percentile,same_as_input,,,Exact percentile
aggregate,percentile_approx,same_as_input,,,Approximate percentile
aggregate,percentile_cont,same_as_input,,,Continuous percentile
aggregate,percentile_disc,same_as_input,,,Discrete percentile
scalar,pmod,same_as_input,,,"pmod(expr1, expr2) - Returns the positive value of `expr1` mod `expr2`."
scalar,posexplode,any,,,"posexplode(expr) - Separates the elements of array `expr` into multiple rows with positions, or the elements of map `expr` into multiple rows and columns with positions. Unless specified otherwise, uses the column name `pos` for position, `col` for elements of the array or `key` and `value` for elements of the map."
scalar,posexplode_outer,any,,,"posexplode_outer(expr) - Separates the elements of array `expr` into multiple rows with positions, or the elements of map `expr` into multiple rows and columns with positions. Unless specified otherwise, uses the column name `pos` for position, `col` for elements of the array or `key` and `value` for elements of the map."
scalar,positive,same_as_input,,,positive(expr) - Returns the value of `expr`.
scalar,printf,varchar,,,"printf(strfmt, obj, ...) - Returns a formatted string from printf-style format strings."
scalar,quarter,bigint,,,"quarter(date) - Returns the quarter of the year for date, in the range 1 to 4."
scalar,quote,varchar,,,quote(str) - Returns `str` enclosed by single quotes and each instance of single quote in it is preceded by a backslash.
scalar,raise_error,any,,,raise_error( expr ) - Throws a USER_RAISED_EXCEPTION with `expr` as message.
scalar,rand,double,,,"rand([seed]) - Returns a random value with independent and identically distributed (i.i.d.) uniformly distributed values in [0, 1)."
scalar,randn,double,,,randn([seed]) - Returns a random value with independent and identically distributed (i.i.d.) values drawn from the standard normal distribution.
scalar,randstr,varchar,,,"randstr(length[, seed]) - Returns a string of the specified length whose characters are chosen uniformly at random from the following pool of characters: 0-9, a-z, A-Z. The random seed is optional. The string length must be a constant two-byte or four-byte integer (SMALLINT or INT, respectively)."
scalar,read_files,any,,,"read_files(path: string [, optionMap])"
scalar,read_kafka,any,,,"read_kafka(bootstrapServers => String, [optionMap])"
scalar,read_kinesis,any,,,"READ_KINESIS (streamName: string [, optionMap])"
scalar,read_pubsub,any,,,"READ_PUBSUB (subscriptionId: string, projectId: string, topicId: string [, options])"
scalar,read_pulsar,any,,,"READ_PULSAR (serviceUrl: string, topic: string, [, options])"
scalar,read_state_metadata,any,,,read_state_metadata(path: string)
scalar,read_statestore,any,,,"read_statestore(path: string [, optionMap])"
scalar,reduce,any,,,"reduce(expr, start, merge, finish) - Applies a binary operator to an initial state and all elements in the array, and reduces this to a single state. The final state is converted into the final result by applying a finish function."
scalar,reflect,any,,,"reflect(class, method[, arg1[, arg2 ..]]) - Calls a method with reflection."
scalar,regexp,boolean,,,"regexp(str, regexp) - Returns true if `str` matches `regexp`, or false otherwise."
scalar,regexp_extract,varchar,,,Regex capture extraction
scalar,regexp_extract_all,array,,,"regexp_extract_all(str, regexp[, idx]) - Extract all strings in the `str` that match the `regexp` expression and corresponding to the regex group index."
scalar,regexp_substr,varchar,,,"regexp_substr(str, regexp) - Returns the substring that matches the regular expression `regexp` within the string `str`. If the regular expression is not found, the result is null."
scalar,remote_query,any,,,"remote_query(connectionName: string, [optionMap])"
scalar,rint,same_as_input,,,rint(expr) - Returns the double value that is closest in value to the argument and is equal to a mathematical integer.
scalar,rlike,boolean,,,"rlike(str, regexp) - Returns true if `str` matches `regexp`, or false otherwise."
scalar,schema_of_avro,varchar,,,"schema_of_avro(jsonFormatSchema, options) - Returns schema in the DDL format of the avro schema in JSON string format."
scalar,schema_of_csv,varchar,,,"schema_of_csv(csv[, options]) - Returns schema in the DDL format of CSV string."
scalar,schema_of_json,varchar,,,"schema_of_json(json[, options]) - Returns schema in the DDL format of JSON string."
aggregate,schema_of_json_agg,varchar,,,"schema_of_json_agg(json[, options]) - Aggregate function to return the schema of a column in the DDL format of JSON string."
scalar,schema_of_variant,varchar,,,schema_of_variant(v) - Returns schema in the SQL format of a variant.
aggregate,schema_of_variant_agg,varchar,,,schema_of_variant_agg(v) - Returns the merged schema in the SQL format of a variant column.
scalar,schema_of_xml,varchar,,,"schema_of_xml(xml[, options]) - Returns schema in the DDL format of XML string."
scalar,sec,double,,,"sec(expr) - Returns the secant of `expr`, as if computed by `1/java.lang.Math.cos`."
scalar,second,bigint,,,second(expr) - Returns the second component of the given expression.
scalar,secret,varchar,,,"secret(scope, key) - Extracts a secret value with the given scope and key. This uses the Databricks secret service. The user executing the query must have authority to access the provided scope. If this user is not authorized, the expression returns a 'not authorized' error, or if the provided scope or key are not found, the expression returns a 'not found' error. Otherwise, it looks up the corresponding value using the key and returns the result as a string."
scalar,sentences,array,,,"sentences(str[, lang[, country]]) - Splits `str` into an array of array of words."
scalar,sequence,array,,,"sequence(start, stop, step) - Generates an array of elements from start to stop (inclusive), incrementing by step. The type of the returned elements is the same as the type of argument expressions."
scalar,session_user,varchar,,,session_user() - user name of current execution context.
window,session_window,any,,,Session windowing function
scalar,sha,varchar,,,sha(expr) - Returns a sha1 hash value as a hex string of the `expr`.
scalar,sha1,varchar,,,SHA-1 hash (hex string)
scalar,sha2,varchar,,,SHA-2 hash (hex string)
scalar,shiftleft,same_as_input,,,base shiftleft exp - Bitwise left shift.
scalar,shiftright,same_as_input,,,base shiftright expr - Bitwise (signed) right shift.
scalar,shiftrightunsigned,same_as_input,,,base shiftrightunsigned expr - Bitwise unsigned right shift.
scalar,shuffle,same_as_input,,,shuffle(array) - Returns a random permutation of the given array.
scalar,sign,same_as_input,,,"sign(expr) - Returns -1.0, 0.0 or 1.0 as `expr` is negative, 0 or positive."
scalar,size,bigint,,,"size(expr) - Returns the size of an array or a map. This function returns -1 for null input only if spark.sql.ansi.enabled is false and spark.sql.legacy.sizeOfNull is true. Otherwise, it returns null for null input. With the default settings, the function returns null for null input."
aggregate,skewness,any,,,skewness(expr) - Returns the skewness value calculated from values of a group.
scalar,slice,same_as_input,,,"slice(x, start, length) - Subsets array x starting from index start (array indices start at 1, or starting from the end if start is negative) with the specified length."
scalar,smallint,smallint,,,smallint(expr) - Casts the value `expr` to the target data type `smallint`.
aggregate,some,boolean,,,some(expr) - Returns true if at least one value of `expr` is true.
scalar,sort_array,same_as_input,,,"sort_array(array[, ascendingOrder]) - Sorts the input array in ascending or descending order according to the natural ordering of the array elements. NaN is greater than any non-NaN elements for double/float type. Null elements will be placed at the beginning of the returned array in ascending order or at the end of the returned array in descending order."
scalar,soundex,varchar,,,soundex(str) - Returns Soundex code of the string.
scalar,space,varchar,,,space(n) - Returns a string consisting of `n` spaces.
scalar,spark_partition_id,bigint,,,spark_partition_id() - Returns the current partition id.
scalar,split,array,,,"split(str, regex, limit) - Splits `str` around occurrences that match `regex` and returns an array with a length of at most `limit`"
scalar,sql_keywords,any,,,sql_keywords() - Get Spark SQL keywords
scalar,st_addpoint,any,,,"st_addpoint(geo1, geo2[, index]) - Adds a new point to the n-th position in the input linestring GEOGRAPHY or GEOMETRY."
scalar,st_area,any,,,st_area(geo) - Returns the area of the input geometry or geography value.
scalar,st_asbinary,any,,,"st_asbinary(geo, endianness) - Returns the geospatial value (value of type GEOGRAPHY or GEOMETRY) in WKB format using the specified endianness ('NDR' for little-endian, 'XDR' for big-endian), if provided. Defaults to little-endian encoding."
scalar,st_asewkb,any,,,"st_asewkb(geo, endianness) - Returns the GEOMETRY value in EWKB format using the specified endianness ('NDR' for little-endian, 'XDR' for big-endian), if provided. Defaults to little-endian encoding."
scalar,st_asewkt,any,,,"st_asewkt(geo[, precision]) - Returns the geospatial value (value of type GEOGRAPHY or GEOMETRY) in EWKT format using the specified precision, if provided."
scalar,st_asgeojson,any,,,"st_asgeojson(geo[, precision]) - Returns the geospatial value (value of type GEOGRAPHY or GEOMETRY) in GeoJSON format using the specified precision, if provided."
scalar,st_astext,any,,,"st_astext(geo[, precision]) - Returns the geospatial value (value of type GEOGRAPHY or GEOMETRY) in WKT format using the specified precision, if provided."
scalar,st_aswkb,any,,,"st_aswkb(geo, endianness) - Returns the geospatial value (value of type GEOGRAPHY or GEOMETRY) in WKB format using the specified endianness ('NDR' for little-endian, 'XDR' for big-endian), if provided. Defaults to little-endian encoding."
scalar,st_aswkt,any,,,"st_aswkt(geo[, precision]) - Returns the geospatial value (value of type GEOGRAPHY or GEOMETRY) in WKT format using the specified precision, if provided."
scalar,st_buffer,any,,,"st_buffer(geo, radius) - Returns the buffer of the input geometry using the specified radius."
scalar,st_centroid,any,,,st_centroid(geo) - Returns the centroid of the input geometry as a 2D point geometry.
scalar,st_concavehull,any,,,"st_concavehull(geo, lengthRatio[, allowHoles]) - Returns the concave hull of the input geometry as a geometry using the specified length ratio."
scalar,st_contains,any,,,"st_contains(geo1, geo2) - Returns true if the first geometry contains the second geometry."
scalar,st_convexhull,any,,,st_convexhull(geo) - Returns the convex hull of the input geometry as a geometry.
scalar,st_covers,any,,,"st_covers(geo1, geo2) - Returns true if the first geometry covers the second geometry."
scalar,st_difference,any,,,"st_difference(geo1, geo2) - Returns the point-set different of the two input geometries as a 2D geometry."
scalar,st_dimension,any,,,st_dimension(geo) - Returns the topological dimension of the 2D projection of the geometry.
scalar,st_disjoint,any,,,"st_disjoint(geo1, geo2) - Returns `true` if the two geometries are disjoint."
scalar,st_distance,any,,,"st_distance(geo1, geo2) - Returns the 2D Cartesian distance between the two input geometries."
scalar,st_distancesphere,any,,,"st_distancesphere(geo1, geo2) - Returns the spherical distance (in meters) between two point geometries, measured on a sphere whose radius is the mean radius of the WGS84 ellipsoid."
scalar,st_distancespheroid,any,,,"st_distancespheroid(geo1, geo2) - Returns the geodesic distance (in meters) between two point geometries on the WGS84 ellipsoid."
scalar,st_dwithin,any,,,"st_dwithin(geo1, geo2, d) - Returns `true` iff the 2D Cartesian distance between the two input geometries is smaller than or equal to the input distance."
scalar,st_endpoint,any,,,"st_endpoint(geo) - Returns the last point of the input GEOGRAPHY or GEOMETRY value, if the input geospatial value is a non-empty linestring."
scalar,st_envelope,any,,,st_envelope(geo) - Returns a 2D Cartesian geometry representing the 2D axis-aligned minimum bounding box (envelope) of the input geometry.
aggregate,st_envelope_agg,any,,,"st_envelope_agg(geoCol) - Returns the envelope of all the geometries in the column, or NULL if the column has zero rows, or contains only NULL values."
scalar,st_equals,any,,,"st_equals(geo1, geo2) - Returns `true` if the two geometries are geometrically equal."
scalar,st_exteriorring,any,,,"st_exteriorring(geo) - Returns the exterior ring (shell), as a linestring, of the inputGEOGRAPHY or GEOMETRY value representing a polygon."
scalar,st_flipcoordinates,any,,,st_flipcoordinates(geo) - Swaps X and Y coordinates of the input geometry
scalar,st_geogfromgeojson,any,,,st_geogfromgeojson(geojson) - Parses the GeoJSON description of a geography and returns the corresponding GEOGRAPHY value.
scalar,st_geogfromtext,any,,,st_geogfromtext(wkt) - Parses the WKT description of a geography and returns the corresponding GEOGRAPHY value.
scalar,st_geogfromwkb,any,,,st_geogfromwkb(wkb) - Parses the WKB description of a geography and returns the corresponding GEOGRAPHY value.
scalar,st_geogfromwkt,any,,,st_geogfromwkt(wkt) - Parses the WKT description of a geography and returns the corresponding GEOGRAPHY value.
scalar,st_geohash,any,,,"st_geohash(geo[, precision]) - Returns the geohash of the input geometry at the given precision. If no precision is specified the expression returns the geohash value that corresponds to the geohash grid bucket of maximum precision (but not more than 12) that fully covers the bounding box of the input geometry."
scalar,st_geometryn,any,,,"st_geometryn(geo, n) - Returns the 1-based n-th element of the input geometry as a GEOMETRY value, if the input is a multipoint, a multilinestring, a multipolygon, or a geometry collection, or returns an error if the element does not exist. Returns the input as is if the input is a non-empty point, linestring, or polygon, and the value of the index isequal to 1, otherwise returns an error."
scalar,st_geometrytype,any,,,st_geometrytype(geo) - Returns the type of the input GEOGRAPHY or GEOMETRY value as a string.
scalar,st_geomfromewkb,any,,,st_geomfromewkb(ewkb) - Parses the EWKB description of a geometry and returns the corresponding GEOMETRY value.
scalar,st_geomfromgeohash,any,,,st_geomfromgeohash(geohash) - Returns the geohash grid box corresponding to the input geohash value as a 2D polygon geometry.
scalar,st_geomfromgeojson,any,,,st_geomfromgeojson(geojson) - Parses the GeoJSON description of a geometry and returns the corresponding GEOMETRY value.
scalar,st_geomfromtext,any,,,"st_geomfromtext(wkt[, srid]) - Parses the WKT description of a geometry and returns the corresponding GEOMETRY value."
scalar,st_geomfromwkb,any,,,"st_geomfromwkb(wkb[, srid]) - Parses the WKB description of a geometry and returns the corresponding GEOMETRY value."
scalar,st_geomfromwkt,any,,,"st_geomfromwkt(wkt[, srid]) - Parses the WKT description of a geometry and returns the corresponding GEOMETRY value."
scalar,st_intersection,any,,,"st_intersection(geo1, geo2) - Returns the point-set intersection of the two input geometries as a 2D geometry."
scalar,st_intersects,any,,,"st_intersects(geo1, geo2) - Returns `true` if the two geometries intersect."
scalar,st_isempty,any,,,st_isempty(geo) - Returns true if the input geography or geometry value does not contain any non-empty points.
scalar,st_isvalid,any,,,st_isvalid(geo) - Returns true if the input geometry is a valid geometry in the OGC sense.
scalar,st_length,any,,,st_length(geo) - Returns the length of the input geometry or geography value.
scalar,st_m,any,,,"st_m(geo) - Returns the M coordinate of the input point geometry, or NULL if the point is empty or does not have an M coordinate."
scalar,st_makeline,any,,,"st_makeline(geoArray) - Returns a linestring geometry whose points are the non-empty points of the geometries in the input array of geometries, which are expected to be points, linestrings, or multipoints."
scalar,st_makepolygon,any,,,"st_makepolygon(outer[, innerArray]) - Constructs a polygon from the input outer boundary and optional array of inner boundaries, represented as closed linestrings."
scalar,st_multi,any,,,st_multi(geo) - Returns the input GEOGRAPHY or GEOMETRY value as an equivalent multi geospatial value.
scalar,st_ndims,any,,,st_ndims(geo) - Returns the coordinate dimension of the input geography or geometry value.
scalar,st_npoints,any,,,st_npoints(geo) - Returns the number of non-empty points in the input geography or geometry.
scalar,st_numgeometries,any,,,st_numgeometries(geo) - Returns the number of geometries in the input geometry.
scalar,st_perimeter,any,,,st_perimeter(geo) - Returns the perimeter of the input geometry or geography value.
scalar,st_point,any,,,"st_point(x, y[, srid]) - Returns a point GEOMETRY with the given x and y coordinates and SRID value (if provided)."
scalar,st_pointfromgeohash,any,,,st_pointfromgeohash(geohash) - Returns the center of the geohash grid box corresponding to the input geohash value as a 2D point geometry.
scalar,st_pointn,any,,,"st_pointn(geo, index) - Returns the 1-based indexed n-th point of the input GEOGRAPHY or GEOMETRY value, if the index is valid and the input geospatial value is a non-empty linestring. Otherwise, returns an error. The SRID value of the output point geography or geometry is the same as that of the input value."
scalar,st_removepoint,any,,,"st_removepoint(geo, index) - Removes the n-th point from the input linestring GEOGRAPHY or GEOMETRY."
scalar,st_reverse,any,,,st_reverse(geo) - Reverses the order of vertices in the input GEOGRAPHY or GEOMETRY value.
scalar,st_rotate,any,,,"st_rotate(geo, rotationAngle) - Rotates the input geometry around the Z axis by the given rotation angle (in radians)."
scalar,st_scale,any,,,"st_scale(geo, xfactor, yfactor[, zfactor]) - Scales the input geometry in the X, Y, and, if specified, Z directions using the provided scaling factors."
scalar,st_setpoint,any,,,"st_setpoint(geo1, index, geo2) - Sets the n-th point in the input linestring GEOGRAPHY or GEOMETRY."
scalar,st_setsrid,any,,,"st_setsrid(geo, srid) - Returns a new GEOMETRY value whose SRID is the specified SRID value."
scalar,st_simplify,any,,,"st_simplify(geo, tolerance) - Simplifies the input geometry using the Douglas-Peucker algorithm."
scalar,st_srid,any,,,st_srid(geo) - Returns the SRID of the input GEOGRAPHY or GEOMETRY value.
scalar,st_startpoint,any,,,"st_startpoint(geo) - Returns the first point of the input GEOGRAPHY or GEOMETRY value, if the input geospatial value is a non-empty linestring."
scalar,st_touches,any,,,"st_touches(geo1, geo2) - Returns `true` if the two geometries touch each other."
scalar,st_transform,any,,,"st_transform(geo, srid) - Transforms the X and Y coordinates of the input geometry from the current coordinate reference system to the coordinate reference system described by provided SRID value."
scalar,st_translate,any,,,"st_translate(geo, xoffset, yoffset[, zoffset]) - Translates the input geometry in the X, Y, and, if specified, Z directions using the provided offsets."
scalar,st_union,any,,,"st_union(geo1, geo2) - Returns the point-set union of the two input geometries as a 2D geometry."
aggregate,st_union_agg,any,,,"st_union_agg(geoCol) - Returns the point-wise union of all the geometries in the column, or NULL if the column is zero rows, or contains only NULL values."
scalar,st_within,any,,,"st_within(geo1, geo2) - Returns true if the first geometry is within the second geometry."
scalar,st_x,any,,,"st_x(geo) - Returns the X coordinate of the input point geometry, or NULL if the point is empty."
scalar,st_xmax,any,,,"st_xmax(geo) - Returns the maximum X coordinate of the input geometry, or NULL if the geometry is empty."
scalar,st_xmin,any,,,"st_xmin(geo) - Returns the minimum X coordinate of the input geometry, or NULL if the geometry is empty."
scalar,st_y,any,,,"st_y(geo) - Returns the Y coordinate of the input point geometry, or NULL if the point is empty."
scalar,st_ymax,any,,,"st_ymax(geo) - Returns the maximum Y coordinate of the input geometry, or NULL if the geometry is empty."
scalar,st_ymin,any,,,"st_ymin(geo) - Returns the minimum Y coordinate of the input geometry, or NULL if the geometry is empty."
scalar,st_z,any,,,"st_z(geo) - Returns the Z coordinate of the input point geometry, or NULL if the point is empty or does not have a Z coordinate."
scalar,st_zmax,any,,,"st_zmax(geo) - Returns the maximum Z coordinate of the input geometry, or NULL if the geometry is empty or does not have Z coordinates."
scalar,st_zmin,any,,,"st_zmin(geo) - Returns the minimum Y coordinate of the input geometry, or NULL if the geometry is empty or does not have Z coordinates."
scalar,stack,any,,,"stack(n, expr1, ..., exprk) - Separates `expr1`, ..., `exprk` into `n` rows. Uses column names col0, col1, etc. by default unless specified otherwise."
scalar,startswith,any,,,"startswith(left, right) - Returns a boolean. The value is True if left starts with right. Returns NULL if either input expression is NULL. Otherwise, returns False. Both left or right must be of STRING or BINARY type."
aggregate,std,double,,,Standard deviation
scalar,str_to_map,any,,,"str_to_map(text[, pairDelim[, keyValueDelim]]) - Creates a map after splitting the text into key/value pairs using delimiters. Default delimiters are ',' for `pairDelim` and ':' for `keyValueDelim`. Both `pairDelim` and `keyValueDelim` are treated as regular expressions."
scalar,string,any,,,string(expr) - Casts the value `expr` to the target data type `string`.
scalar,stringdecode,any,,,"stringdecode(bin, charset) - Decodes the first argument using the second argument character set. If either argument is null, the result will also be null."
scalar,table_changes,any,,,N/A.
scalar,table_changes_by_path,any,,,N/A.
scalar,time,time,,,time(expr) - Casts the value `expr` to the target data type `time`.
scalar,time_diff,bigint,,,"time_diff(unit, start, end) - Gets the difference between the times in the specified units."
scalar,time_trunc,time,,,"time_trunc(unit, time) - Returns `time` truncated to the `unit`."
scalar,timestamp,timestamp,,,timestamp(expr) - Casts the value `expr` to the target data type `timestamp`.
scalar,timestamp_micros,any,,,timestamp_micros(microseconds) - Creates timestamp from the number of microseconds since UTC epoch.
scalar,timestamp_millis,any,,,timestamp_millis(milliseconds) - Creates timestamp from the number of milliseconds since UTC epoch.
scalar,timestamp_seconds,any,,,timestamp_seconds(seconds) - Creates timestamp from the number of seconds (can be fractional) since UTC epoch.
scalar,tinyint,any,,,tinyint(expr) - Casts the value `expr` to the target data type `tinyint`.
scalar,to_avro,any,,,"to_avro(child[, jsonFormatSchema]) - Converts a Catalyst binary input value into its corresponding Avro format result."
scalar,to_binary,any,,,"to_binary(str[, fmt]) - Converts the input `str` to a binary value based on the supplied `fmt`. `fmt` can be a case-insensitive string literal of ""hex"", ""utf-8"", ""utf8"", or ""base64"". By default, the binary format for conversion is ""hex"" if `fmt` is omitted. The function returns NULL if at least one of the input parameters is NULL."
scalar,to_csv,any,,,"to_csv(expr[, options]) - Returns a CSV string with a given struct value"
scalar,to_geography,any,,,to_geography(geoFormat) - Parses the input BINARY or STRING value and returns the corresponding GEOGRAPHY value.
scalar,to_geometry,any,,,to_geometry(geoFormat) - Parses the input BINARY or STRING value and returns the corresponding GEOMETRY value.
scalar,to_json,any,,,"to_json(expr[, options]) - Returns a JSON string with a given struct value"
scalar,to_number,any,,,"to_number(expr, fmt) - Convert string 'expr' to a number based on the string format 'fmt'. Throws an exception if the conversion fails. The format can consist of the following characters, case insensitive: '0' or '9': Specifies an expected digit between 0 and 9. A sequence of 0 or 9 in the format string matches a sequence of digits in the input string. If the 0/9 sequence starts with 0 and is before the decimal point, it can only match a digit sequence of the same size. Otherwise, if the sequence starts with 9 or is after the decimal point, it can match a digit sequence that has the same or smaller size. '.' or 'D': Specifies the position of the decimal point (optional, only allowed once). ',' or 'G': Specifies the position of the grouping (thousands) separator (,). There must be a 0 or 9 to the left and right of each grouping separator. 'expr' must match the grouping separator relevant for the size of the number. '$': Specifies the location of the $ currency sign. This character may only be specified once. 'S' or 'MI': Specifies the position of a '-' or '+' sign (optional, only allowed once at the beginning or end of the format string). Note that 'S' allows '-' but 'MI' does not. 'PR': Only allowed at the end of the format string; specifies that 'expr' indicates a negative number with wrapping angled brackets. ('<1>')."
scalar,to_protobuf,any,,,"to_protobuf(child, messageName, descFilePath, options) - Converts a Catalyst binary input value into its corresponding Protobuf format result."
scalar,to_time,any,,,"to_time(str[, format]) - Parses the `str` expression with the `format` expression to a time. If `format` is malformed or its application does not result in a well formed time, the function raises an error. By default, it follows casting rules to a time if the `format` is omitted."
scalar,to_timestamp_ltz,any,,,"to_timestamp_ltz(timestamp_str[, fmt]) - Parses the `timestamp_str` expression with the `fmt` expression to a timestamp with local time zone. Returns null with invalid input. By default, it follows casting rules to a timestamp if the `fmt` is omitted."
scalar,to_timestamp_ntz,any,,,"to_timestamp_ntz(timestamp_str[, fmt]) - Parses the `timestamp_str` expression with the `fmt` expression to a timestamp without time zone. Returns null with invalid input. By default, it follows casting rules to a timestamp if the `fmt` is omitted."
scalar,to_unix_timestamp,any,,,"to_unix_timestamp(timeExp[, fmt]) - Returns the UNIX timestamp of the given time."
scalar,to_utc_timestamp,any,,,"to_utc_timestamp(timestamp, timezone) - Given a timestamp like '2017-07-14 02:40:00.0', interprets it as a time in the given time zone, and renders that time as a timestamp in UTC. For example, 'GMT+1' would yield '2017-07-14 01:40:00.0'."
scalar,to_varchar,any,,,"to_varchar(expr, format) - Convert `expr` to a string based on the `format`. Throws an exception if the conversion fails. The format can consist of the following characters, case insensitive: '0' or '9': Specifies an expected digit between 0 and 9. A sequence of 0 or 9 in the format string matches a sequence of digits in the input value, generating a result string of the same length as the corresponding sequence in the format string. The result string is left-padded with zeros if the 0/9 sequence comprises more digits than the matching part of the decimal value, starts with 0, and is before the decimal point. Otherwise, it is padded with spaces. '.' or 'D': Specifies the position of the decimal point (optional, only allowed once). ',' or 'G': Specifies the position of the grouping (thousands) separator (,). There must be a 0 or 9 to the left and right of each grouping separator. '$': Specifies the location of the $ currency sign. This character may only be specified once. 'S' or 'MI': Specifies the position of a '-' or '+' sign (optional, only allowed once at the beginning or end of the format string). Note that 'S' prints '+' for positive values but 'MI' prints a space. 'PR': Only allowed at the end of the format string; specifies that the result string will be wrapped by angle brackets if the input value is negative. ('<1>'). If `expr` is a datetime, `format` shall be a valid datetime pattern, see <a href=""https://spark.apache.org/docs/latest/sql-ref-datetime-pattern.html"">Datetime Patterns</a>. If `expr` is a binary, it is converted to a string in one of the formats: 'base64': a base 64 string. 'hex': a string in the hexadecimal format. 'utf-8': the input binary is decoded to UTF-8 string."
scalar,to_variant_object,any,,,to_variant_object(expr) - Convert a nested input (array/map/struct) into a variant where maps and structs are converted to variant objects which are unordered unlike SQL structs. Input maps can only have string keys.
scalar,to_xml,any,,,"to_xml(expr[, options]) - Returns a XML string with a given struct value"
scalar,transform,any,,,"transform(expr, func) - Transforms elements in an array using the function."
scalar,transform_keys,any,,,"transform_keys(expr, func) - Transforms elements in a map using the function."
scalar,transform_values,any,,,"transform_values(expr, func) - Transforms values in the map using the function."
