function_type,name,return_type,param_names,param_types,description
scalar,epoch,double,temporal,timestamp,Extract the epoch component from a temporal type
scalar,epoch,double,temporal,timestamp with time zone,Extract the epoch component from a temporal type
scalar,epoch_ms,bigint,temporal,time with time zone,Extract the epoch component in milliseconds from a temporal type
scalar,epoch_ns,bigint,temporal,timestamp_ns,Extract the epoch component in nanoseconds from a temporal type
scalar,epoch_us,bigint,temporal,timestamp,Extract the epoch component in microseconds from a temporal type
scalar,equi_width_bins,array,"min,max,bin_count,nice_rounding","any,any,bigint,boolean",Generates bin_count equi-width bins between the min and max. If enabled nice_rounding makes the numbers more readable/less jagged
scalar,union_tag,same_as_input,union,union,Retrieve the currently selected tag of the union as an ENUM
scalar,icu_collate_bo,varchar,col0,varchar,
scalar,icu_collate_da,varchar,col0,varchar,
scalar,icu_collate_es,varchar,col0,varchar,
scalar,icu_collate_lkt,varchar,col0,varchar,
scalar,icu_collate_mn,varchar,col0,varchar,
scalar,icu_collate_ms,varchar,col0,varchar,
scalar,icu_collate_sv,varchar,col0,varchar,
scalar,icu_collate_to,varchar,col0,varchar,
scalar,icu_collate_wo,varchar,col0,varchar,
scalar,json_array_length,array,"col0,col1","json,array",
scalar,json_extract,json,"col0,col1","varchar,varchar",
scalar,json_extract,json,"col0,col1","json,bigint",
scalar,json_extract_string,array,"col0,col1","json,array",
scalar,to_years,interval,integer,integer,Construct a year interval
scalar,json_keys,array,col0,json,
scalar,json_structure,json,col0,json,
scalar,json_type,array,"col0,col1","varchar,array",
scalar,json_value,array,"col0,col1","varchar,array",
scalar,julian,double,ts,timestamp,Extract the Julian Day number from a date or timestamp
scalar,lgamma,double,x,double,Computes the log of the gamma function
scalar,to_decades,interval,integer,integer,Construct a decade interval
scalar,list_cosine_distance,float,"list1,list2","array,array",Compute the cosine distance between two lists
scalar,to_base,varchar,"number,radix","bigint,integer","Converts a value to a string in the given base radix, optionally padding with leading zeros to the minimum length"
scalar,subtract,double,"col0,col1","double,double",
scalar,subtract,uhugeint,col0,uhugeint,
scalar,subtract,time with time zone,"col0,col1","time with time zone,interval",
scalar,list_reduce,same_as_input,"list,lambda","array,lambda","Returns a single value that is the result of applying the lambda function to each element of the input list, starting with the first element and then repeatedly applying the lambda function to the result of the previous application and the next element of the list."
scalar,list_transform,array,"list,lambda","array,lambda",Returns a list that is the result of applying the lambda function to each element of the input list. See the Lambda Functions section for more details
scalar,map_contains,boolean,"map,key","map(any, any),any",Checks if a map contains a given key.
scalar,millennium,bigint,ts,timestamp,Extract the millennium component from a date or timestamp
scalar,strftime,varchar,"data,format","timestamp with time zone,varchar",Converts a date to a string according to the format string.
scalar,stats,varchar,expression,any,"Returns a string with statistics about the expression. Expression can be a column, constant, or SQL expression"
scalar,month,bigint,ts,timestamp with time zone,Extract the month component from a date or timestamp
scalar,parse_path,array,"string,separator","varchar,varchar","Returns a list of the components (directories and filename) in the path similarly to Python's pathlib.PurePath::parts. separator options: system, both_slash (default), forward_slash, backslash"
scalar,printf,varchar,format,varchar,Formats a string using printf syntax
scalar,reduce,same_as_input,"list,lambda","array,lambda","Returns a single value that is the result of applying the lambda function to each element of the input list, starting with the first element and then repeatedly applying the lambda function to the result of the previous application and the next element of the list."
scalar,isfinite,boolean,x,timestamp with time zone,"Returns true if the floating point value is finite, false otherwise"
aggregate,any_value,same_as_input,arg,any,Returns the first non-null value from arg. This function is affected by ordering.
aggregate,quantile_cont,bigint,"x,pos","bigint,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,date,"x,pos","date,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,time,"x,pos","time,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,min_by,integer,"arg,val","integer,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,integer,"arg,val","integer,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,double,"arg,val","double,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp,"arg,val","timestamp,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp,"arg,val","timestamp,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,integer,"arg,val","integer,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,integer,"arg,val","integer,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,double,"arg,val","double,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,date,"arg,val","date,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,date,"arg,val","date,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,date,"arg,val","date,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp with time zone,"arg,val","timestamp with time zone,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp with time zone,"arg,val","timestamp with time zone,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,same_as_input,"arg,val","any,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,same_as_input,"arg,val","any,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,mad,interval,x,time with time zone,Returns the median absolute deviation for the values within x. NULL values are ignored. Temporal types return a positive INTERVAL.	
aggregate,sumkahan,double,arg,double,Calculates the sum using a more accurate floating point summation (Kahan Sum).
aggregate,reservoir_quantile,array,"x,quantile","decimal,array","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,array,"x,quantile","double,array","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,approx_quantile,smallint,"x,pos","smallint,float",Computes the approximate quantile using T-Digest.
aggregate,approx_quantile,array,"x,pos","hugeint,array",Computes the approximate quantile using T-Digest.
aggregate,approx_quantile,array,"x,pos","float,array",Computes the approximate quantile using T-Digest.
aggregate,approx_quantile,array,"x,pos","date,array",Computes the approximate quantile using T-Digest.
aggregate,argmax,bigint,"arg,val","bigint,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,date,"arg,val","date,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,date,"arg,val","date,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,bigint,"arg,val","bigint,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,double,"arg,val","double,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,date,"arg,val","date,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp,"arg,val","timestamp,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp with time zone,"arg,val","timestamp with time zone,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,blob,"arg,val","blob,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,integer,"arg,val","integer,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,integer,"arg,val","integer,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,double,"arg,val","double,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,double,"arg,val","double,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,date,"arg,val","date,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,blob,"arg,val","blob,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,blob,"arg,val","blob,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,decimal,"arg,val","decimal,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,bigint,"arg,val","bigint,bigint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,date,"arg,val","date,integer",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp,"arg,val","timestamp,bigint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,decimal,"arg,val","decimal,hugeint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,decimal,"arg,val","decimal,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,double,"arg,val","double,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,double,"arg,val","double,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,date,"arg,val","date,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp,"arg,val","timestamp,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp,"arg,val","timestamp,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,integer,"arg,val","integer,double",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,double,"arg,val","double,hugeint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,blob,"arg,val","blob,date",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,decimal,"arg,val","decimal,bigint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,arg,uhugeint,Returns a bitstring with bits set for each distinct value.
scalar,add,integer,col0,integer,
scalar,array_reverse_sort,array,"list,col1","array,varchar",Sorts the elements of the list in reverse order
scalar,bin,varchar,value,varchar,Converts the value to binary representation
scalar,weekday,bigint,ts,date,Extract the weekday component from a date or timestamp
scalar,ceiling,double,x,double,Rounds the number up
scalar,current_schema,varchar,,,Returns the name of the currently active schema. Default is main
scalar,datesub,bigint,"part,startdate,enddate","varchar,date,date",The number of complete partitions between the timestamps
scalar,day,bigint,ts,date,Extract the day component from a date or timestamp
scalar,divide,smallint,"col0,col1","smallint,smallint",
scalar,divide,integer,"col0,col1","integer,integer",
scalar,divide,usmallint,"col0,col1","usmallint,usmallint",
scalar,epoch_us,bigint,temporal,time with time zone,Extract the epoch component in microseconds from a temporal type
scalar,era,bigint,ts,timestamp,Extract the era component from a date or timestamp
scalar,hour,bigint,ts,date,Extract the hour component from a date or timestamp
scalar,icu_collate_as,varchar,col0,varchar,
scalar,icu_collate_chr,varchar,col0,varchar,
scalar,icu_collate_fil,varchar,col0,varchar,
scalar,icu_collate_fr,varchar,col0,varchar,
scalar,icu_collate_haw,varchar,col0,varchar,
scalar,icu_collate_id,varchar,col0,varchar,
scalar,icu_collate_my,varchar,col0,varchar,
scalar,icu_collate_nn,varchar,col0,varchar,
scalar,icu_collate_pa,varchar,col0,varchar,
scalar,icu_collate_se,varchar,col0,varchar,
scalar,icu_collate_ug,varchar,col0,varchar,
scalar,icu_collate_uz,varchar,col0,varchar,
scalar,icu_collate_yue_cn,varchar,col0,varchar,
scalar,isinf,boolean,x,date,"Returns true if the floating point value is infinite, false otherwise"
scalar,isinf,boolean,x,timestamp with time zone,"Returns true if the floating point value is infinite, false otherwise"
scalar,jaro_winkler_similarity,double,"str1,str2,score_cutoff","varchar,varchar,double",The Jaro-Winkler similarity between two strings. Different case is considered different. Returns a number between 0 and 1
scalar,json_extract,json,"col0,col1","varchar,bigint",
scalar,json_extract_string,varchar,"col0,col1","varchar,varchar",
scalar,json_quote,json,,,
scalar,to_binary,varchar,value,varint,Converts the value to binary representation
scalar,time_bucket,timestamp with time zone,"bucket_width,timestamp","interval,timestamp with time zone","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,list_grade_up,array,"list,col1","array,varchar",Returns the index of their sorted position.
scalar,timezone_minute,bigint,ts,timestamp with time zone,Extract the timezone_minute component from a date or timestamp
scalar,subtract,integer,col0,integer,
scalar,subtract,hugeint,"col0,col1","hugeint,hugeint",
scalar,subtract,decimal,col0,decimal,
scalar,substring_grapheme,varchar,"string,start","varchar,bigint",Extract substring of length grapheme clusters starting from character start. Note that a start value of 1 refers to the first character of the string.
scalar,list_value,list,,,Create a LIST containing the argument values
scalar,list_where,array,"value_list,mask_list","array,array",Returns a list with the BOOLEANs in mask_list applied as a mask to the value_list.
scalar,make_timestamptz,timestamp with time zone,"col0,col1,col2,col3,col4,col5","bigint,bigint,bigint,bigint,bigint,double",
scalar,microsecond,bigint,ts,timestamp with time zone,Extract the microsecond component from a date or timestamp
scalar,strftime,varchar,"data,format","timestamp,varchar",Converts a date to a string according to the format string.
scalar,strftime,varchar,"data,format","timestamp_ns,varchar",Converts a date to a string according to the format string.
scalar,minute,bigint,ts,time with time zone,Extract the minute component from a date or timestamp
scalar,mod,uhugeint,"col0,col1","uhugeint,uhugeint",
scalar,monthname,varchar,ts,timestamp,The (English) name of the month
scalar,nanosecond,bigint,tsns,interval,Extract the nanosecond component from a date or timestamp
scalar,sha1,varchar,value,varchar,Returns the SHA1 hash of the value
scalar,isfinite,boolean,x,date,"Returns true if the floating point value is finite, false otherwise"
aggregate,any_value,decimal,arg,decimal,Returns the first non-null value from arg. This function is affected by ordering.
aggregate,quantile_disc,same_as_input,"x,pos","any,array","Returns the exact quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding exact quantiles."
aggregate,skewness,double,x,double,Returns the skewness of all input values.
aggregate,quantile_cont,smallint,"x,pos","smallint,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,double,"x,pos","double,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,timestamp,"x,pos","timestamp,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,time with time zone,"x,pos","time with time zone,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,min_by,bigint,"arg,val","bigint,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,bigint,"arg,val","bigint,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,varchar,"arg,val","varchar,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,varchar,"arg,val","varchar,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,blob,"arg,val","blob,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,blob,"arg,val","blob,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,decimal,"arg,val","decimal,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,decimal,"arg,val","decimal,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,same_as_input,"arg,val","any,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,varchar,"arg,val","varchar,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp,"arg,val","timestamp,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,decimal,"arg,val","decimal,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,decimal,"arg,val","decimal,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,decimal,"arg,val","decimal,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,same_as_input,"arg,val","any,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,mad,double,x,double,Returns the median absolute deviation for the values within x. NULL values are ignored. Temporal types return a positive INTERVAL.	
aggregate,reservoir_quantile,array,"x,quantile,sample_size","integer,array,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,array,"x,quantile,sample_size","bigint,array,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,float,"x,quantile,sample_size","float,double,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,list,list,arg,any,Returns a LIST containing all the values of a column.
aggregate,approx_quantile,array,"x,pos","double,array",Computes the approximate quantile using T-Digest.
aggregate,argmax,bigint,"arg,val","bigint,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,double,"arg,val","double,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,double,"arg,val","double,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,date,"arg,val","date,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,date,"arg,val","date,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp,"arg,val","timestamp,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp with time zone,"arg,val","timestamp with time zone,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,decimal,"arg,val","decimal,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,same_as_input,"arg,val","any,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,same_as_input,"arg,val","any,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,date,"arg,val","date,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp,"arg,val","timestamp,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp,"arg,val","timestamp,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp with time zone,"arg,val","timestamp with time zone,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,blob,"arg,val","blob,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,decimal,"arg,val","decimal,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,integer,"arg,val","integer,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,bigint,"arg,val","bigint,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,blob,"arg,val","blob,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,decimal,"arg,val","decimal,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,double,"arg,val","double,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,double,"arg,val","double,blob",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,varchar,"arg,val","varchar,integer",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,date,"arg,val","date,bigint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp,"arg,val","timestamp,double",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp,"arg,val","timestamp,date",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,blob,"arg,val","blob,hugeint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,blob,"arg,val","blob,date",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,same_as_input,"arg,val","any,timestamp with time zone",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,bigint,"arg,val","bigint,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,varchar,"arg,val","varchar,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp with time zone,"arg,val","timestamp with time zone,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,blob,"arg,val","blob,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,blob,"arg,val","blob,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,same_as_input,"arg,val","any,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,same_as_input,"arg,val","any,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,same_as_input,"arg,val","any,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,array,"arg,val,col2","any,any,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,bigint,"arg,val","bigint,integer",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,double,"arg,val","double,blob",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp,"arg,val","timestamp,varchar",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp with time zone,"arg,val","timestamp with time zone,double",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,"arg,col1,col2","ubigint,ubigint,ubigint",Returns a bitstring with bits set for each distinct value.
aggregate,first,same_as_input,arg,any,Returns the first value (null or non-null) from arg. This function is affected by ordering.
aggregate,fsum,double,arg,double,Calculates the sum using a more accurate floating point summation (Kahan Sum).
aggregate,group_concat,varchar,"str,arg","any,varchar",Concatenates the column string values with an optional separator.
scalar,add,date,"col0,col1","date,integer",
scalar,add,time with time zone,"col0,col1","time with time zone,interval",
scalar,apply,array,"list,lambda","array,lambda",Returns a list that is the result of applying the lambda function to each element of the input list. See the Lambda Functions section for more details
scalar,array_reduce,same_as_input_first_array_element,"list,lambda","array,lambda","Returns a single value that is the result of applying the lambda function to each element of the input list, starting with the first element and then repeatedly applying the lambda function to the result of the previous application and the next element of the list."
scalar,year,bigint,ts,timestamp,Extract the year component from a date or timestamp
scalar,bin,varchar,value,bigint,Converts the value to binary representation
scalar,century,bigint,ts,timestamp with time zone,Extract the century component from a date or timestamp
scalar,dayofmonth,bigint,ts,interval,Extract the dayofmonth component from a date or timestamp
scalar,epoch,double,temporal,date,Extract the epoch component from a temporal type
scalar,epoch,double,temporal,time with time zone,Extract the epoch component from a temporal type
scalar,epoch_ns,bigint,temporal,timestamp,Extract the epoch component in nanoseconds from a temporal type
scalar,epoch_ns,bigint,temporal,interval,Extract the epoch component in nanoseconds from a temporal type
scalar,era,bigint,ts,timestamp with time zone,Extract the era component from a date or timestamp
scalar,filter,array,"list,lambda","array,lambda",Constructs a list from those elements of the input list for which the lambda function returns true
scalar,from_json_strict,same_as_input,"col0,col1","json,varchar",
scalar,gen_random_uuid,uuid,,,Returns a random UUID similar to this: eeccb8c5-9943-b2bb-bb5e-222f4e14b687
scalar,try_strptime,timestamp,"text,format","varchar,array",Converts the string text to timestamp according to the format string. Returns NULL on failure.
scalar,get_current_time,time with time zone,,,
scalar,icu_collate_br,varchar,col0,varchar,
scalar,icu_collate_en_us,varchar,col0,varchar,
scalar,icu_collate_kl,varchar,col0,varchar,
scalar,icu_collate_ta,varchar,col0,varchar,
scalar,json_array_length,array,"col0,col1","varchar,array",
scalar,json_array_length,ubigint,col0,json,
scalar,json_extract_path_text,varchar,"col0,col1","json,bigint",
scalar,json_keys,array,col0,varchar,
scalar,to_months,interval,integer,integer,Construct a month interval
scalar,last_day,date,ts,date,Returns the last day of the month
scalar,like_escape,boolean,"string,like_specifier,escape_character","varchar,varchar,varchar",Returns true if the string matches the like_specifier (see Pattern Matching) using case-sensitive matching. escape_character is used to search for wildcard characters in the string.
scalar,list_dot_product,double,"list1,list2","array,array",Compute the inner product between two lists
scalar,timezone_minute,bigint,ts,interval,Extract the timezone_minute component from a date or timestamp
scalar,timezone,timestamp,"ts,col1","varchar,timestamp with time zone",Extract the timezone component from a date or timestamp
scalar,subtract,bigint,"col0,col1","bigint,bigint",
scalar,subtract,hugeint,col0,hugeint,
scalar,subtract,float,col0,float,
scalar,list_select,array,"value_list,index_list","array,array",Returns a list based on the elements selected by the index_list.
scalar,list_zip,array,,,"Zips k LISTs to a new LIST whose length will be that of the longest list. Its elements are structs of k elements from each list list_1, …, list_k, missing elements are replaced with NULL. If truncate is set, all lists are truncated to the smallest list length."
scalar,make_timestamp_ns,timestamp_ns,nanos,bigint,The timestamp for the given nanoseconds since epoch
scalar,microsecond,bigint,ts,interval,Extract the microsecond component from a date or timestamp
scalar,ord,integer,str,varchar,Returns the unicode codepoint of the first character of the string
scalar,parse_dirpath,varchar,string,varchar,"Returns the head of the path similarly to Python's os.path.dirname. separator options: system, both_slash (default), forward_slash, backslash"
scalar,parse_filename,varchar,"string,trim_extension,separator","varchar,boolean,varchar","Returns the last component of the path similarly to Python's os.path.basename. If trim_extension is true, the file extension will be removed (it defaults to false). separator options: system, both_slash (default), forward_slash, backslash"
scalar,regexp_escape,varchar,string,varchar,Escapes all potentially meaningful regexp characters in the input string
scalar,sign,tinyint,x,double,"Returns the sign of x as -1, 0 or 1"
scalar,sha1,varchar,value,blob,Returns the SHA1 hash of the value
scalar,second,bigint,ts,time with time zone,Extract the second component from a date or timestamp
aggregate,min_by,bigint,"arg,val","bigint,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,double,"arg,val","double,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,date,"arg,val","date,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,same_as_input,"arg,val","any,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,same_as_input,"arg,val","any,any",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,bigint,"arg,val","bigint,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,double,"arg,val","double,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp,"arg,val","timestamp,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,reservoir_quantile,double,"x,quantile","double,double","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,argmax,bigint,"arg,val","bigint,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,varchar,"arg,val","varchar,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,blob,"arg,val","blob,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,bigint,"arg,val","bigint,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,bigint,"arg,val","bigint,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
